button_id,label,area,handler_type,handler_line,handler_excerpt,prerequisite,expected_result,risk_level,destructive,test_mode,static_contract_status,browser_e2e_status,browser_e2e_note,v20_4_action_guard,guard_reason,runtime_verification,adaptive_ui,v20_5_fixture_mock,ai_context_aware,runtime_result_verification,v20_6_agent_callable,agent_risk,agent_runtime_verify,v20_7_contextual_ux,v20_7_failure_recovery,next_action_explainable,button_reason_visible,v20_8_role_adaptive,v20_8_engineering_optimizer,role_visibility
distV,垂直等距,工程對齊／分布,onclick,1376,"if(q(""distV""))q(""distV"").onclick=()=>distribute(""v"");if(q(""autoDim""))q(""autoDim"").onclick=addAutoDimensions;",需選取物件,執行「垂直等距」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,multi,情境條件：multi,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
autoDim,自動尺寸,工程對齊／分布,onclick,1376,"if(q(""autoDim""))q(""autoDim"").onclick=addAutoDimensions;",需選取物件,執行「自動尺寸」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection,情境條件：selection,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
resetCrop,重設裁切,內容裁切框,onclick,1373,"if(q(""resetCrop""))q(""resetCrop"").onclick=()=>{const o=selected();if(!o)return;o.cropX=0;o.cropY=0;o.cropW=100;o.cropH=100;props();draw()};",需選取物件,執行「重設裁切」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection;media,情境條件：selection、media,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
contentEdit,滑鼠編輯內容,顯示內容,onclick,1490,"q(""contentEdit"").onclick=()=>{const o=selected();if(!o?.media){toast(""請先選取已套用圖片或影片的 LED"");return}contentEditMode=!contentEditMode;q(""contentEdit"").classList.toggle(""activeMode"",contentEditMode);toast(contentEditMode?""內容滑鼠編輯：開"":""內容滑鼠編輯：關"")};",需選取物件,執行「滑鼠編輯內容」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection;media,情境條件：selection、media,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
contentReset,重設內容,顯示內容,onclick,1491,"q(""contentReset"").onclick=()=>{const o=selected();if(!o)return;o.contentScale=100;o.contentRotate=0;o.contentX=0;o.contentY=0;o.cropX=0;o.cropY=0;o.cropW=100;o.cropH=100;props();draw();markChanged()};",需選取物件,執行「重設內容」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection;media,情境條件：selection、media,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
play,▶ 播放,顯示內容,onclick,1507,"q(""play"").onclick=playSelectedMedia;",需選取物件；需有可用媒體/音訊,播放選取LED的影片,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection;video,情境條件：selection、video,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
pause,⏸ 暫停,顯示內容,onclick,1522,"q(""pause"").onclick=pauseSelectedMedia;",需選取物件；需有可用媒體/音訊,暫停選取LED的影片,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection;video,情境條件：selection、video,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
removeMedia,刪除影片／圖片,顯示內容,onclick,1505,"q(""removeMedia"").onclick=()=>{const o=selected();if(!o?.media){toast(""目前模型沒有影片／圖片"");return}if(!confirm(""確定移除此設備上的影片／圖片嗎？""))return;stopAndDisposeMedia(o);delete o.assetRuntimeId;delete o.assetName;delete o.assetType;setPlayStatus(""已移除影片／圖片"");updateTimeline();dr",需選取物件；需有可用媒體/音訊,確認後移除選取模型媒體,HIGH,YES,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection;media,情境條件：selection、media,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
resetMediaTransform,重設素材位置,顯示內容,onclick,1868,"q(""resetMediaTransform"").onclick=resetSelectedMediaTransform;q(""statusUndo"").onclick=()=>q(""undo"").click();q(""statusRedo"").onclick=()=>q(""redo"").click();q(""showShortcuts"").onclick=()=>q(""shortcutModal"").classList.remove(""hidden"");q(""closeShortcuts"").onclick=()",需選取物件；需有可用媒體/音訊,執行「重設素材位置」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection;media,情境條件：selection、media,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
seekBack5,－5秒,顯示內容,onclick,1501,"q(""seekBack5"").onclick=()=>{const v=selectedVideo();if(v)seekVideo(v.currentTime-5)};",需選取物件；需有可用媒體/音訊,執行「－5秒」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection;video,情境條件：selection、video,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
timelinePlay,播放／暫停,顯示內容,onclick,1504,"q(""timelinePlay"").onclick=()=>{const v=selectedVideo();if(!v)return;v.paused?playSelectedMedia():pauseSelectedMedia()};",需選取物件；需有可用媒體/音訊,執行「播放／暫停」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection;video,情境條件：selection、video,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
seekForward5,＋5秒,顯示內容,onclick,1502,"q(""seekForward5"").onclick=()=>{const v=selectedVideo();if(v)seekVideo(v.currentTime+5)};",需選取物件；需有可用媒體/音訊,執行「＋5秒」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection;video,情境條件：selection、video,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
seekExact,跳至秒數,顯示內容,onclick,1503,"q(""seekExact"").onclick=()=>seekVideo(+q(""timelineTime"").value||0);",需選取物件；需有可用媒體/音訊,執行「跳至秒數」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection;video,情境條件：selection、video,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
audioPlay,▶ 播放音效,音效／背景音樂,onclick,1524,"q(""audioPlay"").onclick=playAudioTrack;q(""audioPause"").onclick=pauseAudioTrack;",需有可用媒體/音訊,執行「▶ 播放音效」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,audio,情境條件：audio,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
audioPause,⏸ 暫停,音效／背景音樂,onclick,1524,"q(""audioPause"").onclick=pauseAudioTrack;",需有可用媒體/音訊,執行「⏸ 暫停」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,audio,情境條件：audio,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
toggleModuleGrid,模組分割線,工程自動計算 V3.0,onclick,1407,"if(q(""toggleModuleGrid""))q(""toggleModuleGrid"").onclick=()=>{showModuleGrid=!showModuleGrid;draw()};",無特殊前置條件,執行「模組分割線」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
toggleCabinetGrid,箱體分割線,工程自動計算 V3.0,onclick,1408,"if(q(""toggleCabinetGrid""))q(""toggleCabinetGrid"").onclick=()=>{showCabinetGrid=!showCabinetGrid;draw()};",無特殊前置條件,執行「箱體分割線」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
togglePortMap,網口 Mapping,工程自動計算 V3.0,onclick,1409,"if(q(""togglePortMap""))q(""togglePortMap"").onclick=()=>{showPortMap=!showPortMap;draw()};",無特殊前置條件,執行「網口 Mapping」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
togglePowerMap,配電分區,工程自動計算 V3.0,onclick,1410,"if(q(""togglePowerMap""))q(""togglePowerMap"").onclick=()=>{showPowerMap=!showPowerMap;draw()};",無特殊前置條件,執行「配電分區」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
newMaskLayer,新增遮罩圖層,遮罩筆刷,onclick,1120,"if(q(""newMaskLayer""))q(""newMaskLayer"").onclick=()=>{snap();const o={id:uid(),name:""遮罩筆刷"",type:""maskbrush"",x:120,y:100,w:300,h:220,mask:true,vis:true,order:O.length,opacity:.55};O.push(o);sel=o.id;ensureMaskCanvas(o);draw();layers();props();markChanged()};",無特殊前置條件,執行「新增遮罩圖層」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
aiAnalyze,AI場景辨識,AI 視覺工作區 V3.0,onclick,1421,"if(q(""aiAnalyze""))q(""aiAnalyze"").onclick=aiAnalyze;",需實景/背景,執行「AI場景辨識」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,background,情境條件：background,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
aiPerspective,AI透視貼合,AI 視覺工作區 V3.0,onclick,1422,"if(q(""aiPerspective""))q(""aiPerspective"").onclick=aiPerspectiveFit;",需實景/背景,執行「AI透視貼合」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,background;selection,情境條件：background、selection,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
aiMask,AI遮罩,AI 視覺工作區 V3.0,onclick,1423,"if(q(""aiMask""))q(""aiMask"").onclick=aiAutoMask;",需實景/背景,執行「AI遮罩」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,background,情境條件：background,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
aiRepair,AI修補,AI 視覺工作區 V3.0,onclick,1424,"if(q(""aiRepair""))q(""aiRepair"").onclick=aiRepair;",需實景/背景,執行「AI修補」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,background,情境條件：background,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
aiCommand,執行 AI 指令,AI 視覺工作區 V3.0,onclick,1425,"if(q(""aiCommand""))q(""aiCommand"").onclick=()=>{const t=q(""aiPrompt"").value.trim();if(!t){toast(""請輸入AI指令"");return}setAIProgress(40,""正在解析自然語言指令..."");setTimeout(()=>setAIProgress(100,parseAICommand(t)),180)};",無特殊前置條件,執行「執行 AI 指令」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
cmdNewLed,＋ 新增 LED,快速操作中心,onclick,1868,"q(""cmdNewLed"").onclick=()=>{setFlow(""device"");createModelSafe(""常規屏"");updateUXState()};q(""cmdDuplicate"").onclick=()=>{duplicateSelectedObjects();updateUXState()};q(""cmdDelete"").onclick=softDeleteSelected;q(""cmdUndo"").onclick=()=>q(""undo"").click();q(""cmdRedo"").o",無特殊前置條件,執行「＋ 新增 LED」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
cmdDuplicate,複製選取,快速操作中心,onclick,1868,"q(""cmdDuplicate"").onclick=()=>{duplicateSelectedObjects();updateUXState()};q(""cmdDelete"").onclick=softDeleteSelected;q(""cmdUndo"").onclick=()=>q(""undo"").click();q(""cmdRedo"").onclick=()=>q(""redo"").click();q(""cmdCenter"").onclick=centerSelected;q(""cmdFit"").onclick",需選取物件,執行「複製選取」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection,情境條件：selection,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
cmdDelete,刪除選取,快速操作中心,onclick,1868,"q(""cmdDelete"").onclick=softDeleteSelected;q(""cmdUndo"").onclick=()=>q(""undo"").click();q(""cmdRedo"").onclick=()=>q(""redo"").click();q(""cmdCenter"").onclick=centerSelected;q(""cmdFit"").onclick=()=>q(""zfit"").click();q(""cmd3D"").onclick=()=>q(""toggle3d"").click();q(""rese",需選取物件,執行「刪除選取」對應功能並產生可見狀態變化或明確提示,HIGH,YES,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection,情境條件：selection,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
cmdUndo,復原,快速操作中心,onclick,1868,"q(""cmdUndo"").onclick=()=>q(""undo"").click();q(""cmdRedo"").onclick=()=>q(""redo"").click();q(""cmdCenter"").onclick=centerSelected;q(""cmdFit"").onclick=()=>q(""zfit"").click();q(""cmd3D"").onclick=()=>q(""toggle3d"").click();q(""resetTransform"").onclick=resetSelectedTransfor",無特殊前置條件,執行「復原」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,undo,情境條件：undo,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
cmdRedo,重做,快速操作中心,onclick,1868,"q(""cmdRedo"").onclick=()=>q(""redo"").click();q(""cmdCenter"").onclick=centerSelected;q(""cmdFit"").onclick=()=>q(""zfit"").click();q(""cmd3D"").onclick=()=>q(""toggle3d"").click();q(""resetTransform"").onclick=resetSelectedTransform;q(""restoreDeleted"").onclick=restoreLastDe",無特殊前置條件,執行「重做」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,redo,情境條件：redo,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
cmdCenter,置中選取,快速操作中心,onclick,1868,"q(""cmdCenter"").onclick=centerSelected;q(""cmdFit"").onclick=()=>q(""zfit"").click();q(""cmd3D"").onclick=()=>q(""toggle3d"").click();q(""resetTransform"").onclick=resetSelectedTransform;q(""restoreDeleted"").onclick=restoreLastDeleted;q(""resetMediaTransform"").onclick=rese",需選取物件,執行「置中選取」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,selection,情境條件：selection,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
cmdFit,完整顯示,快速操作中心,onclick,1868,"q(""cmdFit"").onclick=()=>q(""zfit"").click();q(""cmd3D"").onclick=()=>q(""toggle3d"").click();q(""resetTransform"").onclick=resetSelectedTransform;q(""restoreDeleted"").onclick=restoreLastDeleted;q(""resetMediaTransform"").onclick=resetSelectedMediaTransform;q(""statusUndo""",無特殊前置條件,執行「完整顯示」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
cmd3D,3D 預覽,快速操作中心,onclick,1868,"q(""cmd3D"").onclick=()=>q(""toggle3d"").click();q(""resetTransform"").onclick=resetSelectedTransform;q(""restoreDeleted"").onclick=restoreLastDeleted;q(""resetMediaTransform"").onclick=resetSelectedMediaTransform;q(""statusUndo"").onclick=()=>q(""undo"").click();q(""statusR",無特殊前置條件,執行「3D 預覽」對應功能並產生可見狀態變化或明確提示,MEDIUM,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,objects,情境條件：objects,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
runSystemAudit,執行完整功能健檢,系統功能健檢 V20.3,onclick,1445,"q(""runSystemAudit"").onclick=systemAudit;",無特殊前置條件,執行「執行完整功能健檢」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
runButtonAudit,檢查所有按鈕是否有實際功能,系統功能健檢 V20.3,onclick,1868,"q(""runButtonAudit"").onclick=buttonFunctionAudit;",無特殊前置條件,檢查所有按鈕事件掛載狀態,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
runReleaseGate,執行 Release Gate,V20.3 Release Gate,onclick,1446,"q(""runReleaseGate"").onclick=runReleaseGate;q(""exportReleaseReport"").onclick=exportReleaseReport;",無特殊前置條件,執行版本發布閘門,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
exportReleaseReport,匯出驗收報告,V20.3 Release Gate,onclick,1446,"q(""exportReleaseReport"").onclick=exportReleaseReport;",無特殊前置條件,執行「匯出驗收報告」對應功能並產生可見狀態變化或明確提示,MEDIUM,NO,MANUAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,GENERIC_MONITOR,NORMAL,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
applySceneSize,套用場景大小,編輯工作區／場景尺寸,onclick,1527,"q(""applySceneSize"").onclick=applySceneSize;q(""fitSceneBtn"").onclick=fitScene;q(""sceneOriginal"").onclick=useOriginalSceneRatio;",無特殊前置條件,執行「套用場景大小」對應功能並產生可見狀態變化或明確提示,LOW,NO,CONDITIONAL_BROWSER,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,project,情境條件：project,POST_STATE_CHECK,CONTEXT_AWARE,AUTO_FIXTURE_READY,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
fitSceneBtn,完整顯示場景,編輯工作區／場景尺寸,onclick,1527,"q(""fitSceneBtn"").onclick=fitScene;q(""sceneOriginal"").onclick=useOriginalSceneRatio;",無特殊前置條件,執行「完整顯示場景」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
sceneOriginal,原始比例尺寸,編輯工作區／場景尺寸,onclick,1527,"q(""sceneOriginal"").onclick=useOriginalSceneRatio;",無特殊前置條件,執行「原始比例尺寸」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
scenePresetHD,1920×1080,編輯工作區／場景尺寸,onclick,1528,"q(""scenePresetHD"").onclick=()=>{bgScene={w:1920,h:1080};syncSceneInputs();fitScene();markChanged()};",無特殊前置條件,執行「1920×1080」對應功能並產生可見狀態變化或明確提示,LOW,NO,AUTO_SAFE,PASS,BLOCKED_ENVIRONMENT,目前容器無可正常啟動之Chromium/Playwright瀏覽器；需部署後執行V20.3內建E2E Runner。,NONE,情境條件：無額外限制,POST_STATE_CHECK,NORMAL,AUTO_SAFE,True,True,True,high,True,True,retry/fallback/skip,True,True,True,contextual,"manager,sales,designer,engineer"
